artist,title,album,recordLabel,sequence,programTitle,episodeTitle,episodeTimestamp
Smith & MightyJackie Jackson,Walk OnJackie Jackson,,Three Stripe Records,29,Nick Grimshaw,Amy Lamé chats about 6 Music's Superfans!,2026-01-19T07:00:00+00:00
Blood Orange,Vivid Light,,RCA,30,Nick Grimshaw,Amy Lamé chats about 6 Music's Superfans!,2026-01-19T07:00:00+00:00
The B‐52s,Rock Lobster,,Reprise,31,Nick Grimshaw,Amy Lamé chats about 6 Music's Superfans!,2026-01-19T07:00:00+00:00
The Smiths,How Soon Is Now?,Drive Time 2  (Various Artists),Dino,32,Nick Grimshaw,Amy Lamé chats about 6 Music's Superfans!,2026-01-19T07:00:00+00:00
Loyle Carner,The Isle Of Arran,,AMF/Virgin EMI,33,Nick Grimshaw,Amy Lamé chats about 6 Music's Superfans!,2026-01-19T07:00:00+00:00
Jill Scott,Pressha,,Human Re Sources,34,Nick Grimshaw,Amy Lamé chats about 6 Music's Superfans!,2026-01-19T07:00:00+00:00
Olive Jones,Kingdom,Kingdom,Nettwerk Music Group,35,Nick Grimshaw,Amy Lamé chats about 6 Music's Superfans!,2026-01-19T07:00:00+00:00
Silverwingkiller,JING'AN TEMPLE,,1000% TRIAD FUNDED,36,Nick Grimshaw,Amy Lamé chats about 6 Music's Superfans!,2026-01-19T07:00:00+00:00
Sleaford ModsSue Tompkins,No TouchSue Tompkins,,Rough Trade,37,Nick Grimshaw,Amy Lamé chats about 6 Music's Superfans!,2026-01-19T07:00:00+00:00
Regina Spektor,Us,,TRANSGRESSIVE RECORDS,38,Nick Grimshaw,Amy Lamé chats about 6 Music's Superfans!,2026-01-19T07:00:00+00:00
GoldieMetalheads,Inner City Life,Electronica,FFRR,0,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Portishead,It Could Be Sweet,DUMMY,Go Beat,1,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Busta RhymesErykah Badu,One (LP Clean)Erykah Badu,One,Elektra,2,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Aphex Twin,4,Richard D. James Album,Warp Records,3,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Elliott Smith,Miss Misery,XO (Deluxe Edition),Geffen,4,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Underworld,Push Upstairs,,JBO,5,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Oasis,Rock 'N' Roll Star,,Creation Records,6,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Bikini Kill,Rebel Girl,,Kill Rock Stars,7,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Pavement,Cut Your Hair,CD SINGLE,Domino,8,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Skee‐Lo,I Wish,,Polygram TV,9,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Happy Mondays,Kinky Afro,,London,10,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Liquid,Sweet Harmony,(CD Single),XL,11,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
The Prodigy,Everybody in the Place,The Best Of Dance 92  (Various Artists),Telstar,12,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
The Cure,Friday I'm In Love,,Now,13,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Carl Cox,I Want You (Forever),I Want You (Forever),Perfecto Records,14,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
PrinceThe New Power Generation,Cream,,Paisley Park/Warner Bros,15,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
M‐BeatGeneral Levy,Incredible,Incredible,Renk Records,16,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Metallica,Enter Sandman,,Vertigo,17,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Paris Angels,All On You (Perfume),,ISLAND,18,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Beck,Devils Haircut,,Geffen,19,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Hole,Malibu,,DGC,20,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Mica Paris,Young Soul Rebels,Young Soul Rebels,Conscious Manifesto / Essential Media Group,21,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
The All Seeing I,Beat Goes On,,FFRR,22,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Missy Elliott,Supa Dupa Fly (The Rain),,Elektra,23,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Madonna,I'll Remember,Madonna - Something To Remember,Maverick,24,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
CSS,Let's Make Love And Listen To Death From Above,CD SINGLE,,25,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Le Tigre,Deceptacon,,Wiiija Records,26,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
JusticeSimian,We Are Your Friends,We Are Your Friends,[PIAS] Recordings Catalogue,27,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
The Rapture,House Of Jealous Lovers,Echoes,DFA Records,28,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Hercules & Love Affair,Blind,Hercules And Love Affair,EMI,29,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Radiohead,Just,,Polygram TV,30,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Nirvana,Come As You Are,,Geffen,31,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Dawn Penn,"You Don't Love Me (No, No, No)","YOU DON'T LOVE ME (NO, NO, NO)",Atlantic,32,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Foxy Brown,Foxy's Bells,Ill Na Na,RAL (Rush Associated Label),33,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
Rage Against the Machine,Know Your Enemy,,Epic,34,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
The Roots,Proceed,Do You Want More?!!!??!,Geffen Records,35,Nick Grimshaw,6 Music's 90s Forever with Nick Grimshaw,2026-01-16T07:00:00+00:00
The Libertines,Don't Look Back Into the Sun,,Rough trade records,0,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
Wolf Alice,White Horses,,Columbia,1,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
Eve’s Plum,I Want It All,Envy,SONY,2,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
Hercules & Love Affair,Crossed Lines,,,3,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
Nora Dean,Peace Begins Within,,Bullet,4,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
Jordan RakeiJalen Ngonda,What It Gave Me,,Fontana,5,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
Alabama Shakes,Sound & Color,,Rough Trade  Records,6,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
SL2,On A Ragga Tip,On A Ragga Tip,XL,7,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
MJ Cole,Sincere,,TALKIN' LOUD,8,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
Rahim Redcar (AKA: Christine and the Queens)Dâm-Funk,GirlfriendDâm-Funk,,Because Music Ltd,9,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
Bloc Party,Mercury,,Wichita,10,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
The Sisters of Mercy,Temple of Love,,EMM,11,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
Mount PalomarPip Blom,Little FracturesPip Blom,,Nice Swan Electronic,12,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
The Cult,She Sells Sanctuary,,Beggars Banquet,13,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
Yeah Yeah Yeahs,Y Control,,Fiction,14,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
M.I.A.,It Takes A Muscle,CD SINGLE,XL,15,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
Julian Casablancas,11 Th Dimension,CD SINGLE,ROUGH TRADE RECORDS,16,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
Los Campesinos!,There Are Listed Buildings,Romance Is Boring (Remastered),Arts &amp; Crafts Productions Inc.,17,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
Leftfield,Phat Planet,Afrika Shox,Sony Music Entertainment UK Ltd,18,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
FAUZIA,The Way,,Local Action,19,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
The Last Dinner Party,Count The Ways,,Island,20,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
Kate Bush,The Red Shoes,The Red Shoes,Noble & Brite Limited,21,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
Robyn,Dancing On My Own,,Universal/Island,22,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
This Is Lorelei,SF & GG,,Double Double Whammy,23,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
Jill Scott,Gettin' In The Way,Who Is Jill Scott?,Epic,24,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
NasDJ Premier,My Life is Real,,Mass Appeal,25,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
Jill Scott,Pressha,,Human Re Sources,26,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
Tricky,Aftermath,,4th And Broadway,27,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
TTSSFU,Upstairs,,Partisan,28,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
Kim Gordon,Not Today,,Matador,29,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
Eliza,Anyone Else,,Log Off Records,30,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
PVA,Enough,,It’s All For Fun,31,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
Tirzah,I'm Not Dancing,I'm Not Dancing,Domino Recording Co,32,Nick Grimshaw,"Joe Alwyn, Jessie Buckley, and Jill Scott",2026-01-15T07:00:00+00:00
Orange Juice,Rip It Up,,Polydor,0,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Dry Cleaning,Joy,,4AD,1,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Sampa the Great,Final Form,,Ninja  Tune,2,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Sassy 009,Someone,Dreamer+,PIAS,3,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Neon Indian,Deadbeat Summer,,Popfrenzy Records,4,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Olan Monk,10 Days,,AD93,5,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
CajmereDajaé,Brighter DaysDajaé,,Dajae,6,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
The Maccabees,Pelican,,Fiction,7,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Soul II SoulCaron Wheeler,Back to Life (However Do You Want Me)Caron Wheeler,,Virgin,8,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Sofia Kourtesis,La Perla,,Technicolour,9,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Sleigh Bells,Rill Rill,,COLUMBIA,10,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
The Marvelettes,Too Many Fish In The Sea,Marvelettes-Compact Command Performan,Motown,11,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Snoop Dogg,What's My Name,,Death Row Records,12,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Robyn,Sexistential,,Konnichiwa / Young,13,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Foals,In Degrees,,Warner,14,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Dr. DreEminem,Forgot About DreEminem,2001,Interscope Records,15,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Adventures of Stevie V,Dirty Cash (Money Talks),,Mercury,16,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
The Shins,Simple Song,,COLUMBIA,17,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Tom Tom Club,Genius Of Love,,Island,18,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
DisclosureKelis,Watch Your StepKelis,ENERGY,Island Records,19,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Nubiyan TwistFatoumata Diawara,Chasing ShadowsFatoumata Diawara,,Strut,20,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Arlo Parks,Caroline,,Transgressive,21,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Blood Orange,Vivid Light,,RCA,22,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Little SimzCleo Sol,WomanCleo Sol,,Age 101 / AWAL,23,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Quando Quango,Love Tempo (Remix),Disco Not Disco,Strut,24,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Sleaford ModsSue Tompkins,No TouchSue Tompkins,,Rough Trade,25,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Chinese American Bear,No No Yeah Yeah (不不好啊好啊),No No Yeah Yeah (不不好啊好啊),Moshi Moshi Records,26,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
The White Stripes,Hardest Button to Button,,XL,27,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Father John Misty,The Old Law,,Sub Pop,28,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Arlo Parks,2SIDED,,Transgressive Records,29,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Olive,You’re Not Alone,Huge Hits 1997  (Various Artists),Global Television,30,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Del the Funky Homosapien,Mista Dobalina,,Elektra,31,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Jill Scott,Pressha,,Human Re Sources,32,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Radio Free Alice,Rule 31,,Double Drummer,33,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Tony Bontana,Battered Chips,,Everything Is Perfect Records,34,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Smerz,You got time and I got money,,Escho,35,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
Nourished by Time,Hell of A Ride,,XL Recordings,36,Nick Grimshaw,Arlo Parks and Very Specific Playlists,2026-01-14T07:00:00+00:00
The KLF,3 A.M. Eternal,,EMI,0,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
Mount PalomarPip Blom,Little FracturesPip Blom,,Nice Swan Electronic,1,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
Hiatus KaiyoteArthur Verocai,Get SunArthur Verocai,,Brainfeeder / Ninja Tune,2,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
Wesley JosephDanny Brown,Peace Of MindDanny Brown,,Secretly Canadian / EVILTWINN,3,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
TélépopmusikAngela McCluskey,Breathe,,Chrysalis,4,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
PVA,Enough,,It’s All For Fun,5,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
The Concretes,You Can't Hurry Love,,Licking Fingers,6,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
The B‐52s,Roam,,Reprise,7,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
LCD Soundsystem,Daft Punk Is Playing At My House,CD SINGLE,DFA,8,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
The Big Moon,Barcelona,,FICTION,9,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
The Temptations,Ball of Confusion (That's What the World is Today),,Motown,10,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
Lush,Single Girl,,4 A.D.,11,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
Ela Minus,UPWARDS,,Domino,12,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
Romy,Love Who You Love,,Young,13,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
Justice,Civilization,,ED BANGER RECORDS,14,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
Yasiin Bey,Quiet Dog,,Downtown,15,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
Blondie,Rapture,,Chrysalis,16,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
M83,"Do It, Try It",,NAIVE RECORDS,17,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
Getdown Services,Dog Dribble,,Breakfast Records,18,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
Wolf Alice,White Horses,,Columbia,19,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
Dusty Springfield,Son Of A Preacher Man,,Philips,20,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
The Last Dinner Party,Count The Ways,,Island,21,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
Digital MystikzSpen G,Anti-War DubSpen G,,Digital Mystikz,22,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
Lost Cherrees,Everyday Choice,,Cherry Red Records,23,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
Gretel,"Darkness, be my friend",,Breadcrumb Records,24,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
"Mandy, Indiana",Cursive,URGH,Sacred Bones,25,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
Bombay Bicycle Club,Shuffle,,Island,26,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
The Cribs,Never The Same,,Play It Again Sam,27,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
Lauryn Hill,Doo Wop (That Thing),,,28,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
Jai Paul,Jasmine,,XL Recordings,29,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
jasmine.4.tJacob Alon,Find Ur PplJacob Alon,,All Things Go Records,30,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
Mark William Lewis,Skeletons Coupling,,A24 Music,31,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
Sly & the Family Stone,I Want To Take You Higher,,Epic,32,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
NasDJ Premier,My Life is Real,,Mass Appeal,33,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
Chinese American Bear,No No Yeah Yeah (不不好啊好啊),No No Yeah Yeah (不不好啊好啊),Moshi Moshi Records,34,Nick Grimshaw,"Beth Ditto and Nick look back to the 90s, plus lots of really good songs",2026-01-13T07:00:00+00:00
